respondent_id,nps_score,open_text,segment,timestamp
RESP-0249,10,Love the funnel analysis feature.,Enterprise,2025-10-04T03:17:51
RESP-0038,10,Love the funnel analysis feature.,Startup,2025-10-04T04:48:29
RESP-0406,9,Really easy to use. Saves us hours each week.,Startup,2025-10-04T09:31:40
RESP-0473,9,Exactly what we needed for our marketing team.,SMB,2025-10-04T10:09:51
RESP-0166,3,Crashed several times during setup.,Mid-Market,2025-10-04T13:41:06
RESP-0372,6,Too complex for our team.,Enterprise,2025-10-04T17:55:07
RESP-0231,9,The team loves it. Onboarding was smooth.,Mid-Market,2025-10-04T18:02:59
RESP-0253,7,Useful but a bit slow with large datasets.,Mid-Market,2025-10-04T21:53:54
RESP-0279,9,Powerful and easy to learn.,Mid-Market,2025-10-05T12:44:55
RESP-0228,9,"Great product, love the dashboard.",Mid-Market,2025-10-05T17:13:09
RESP-0161,9,"Great product, love the dashboard.",Startup,2025-10-05T22:05:10
RESP-0405,8,"Does what we need, nothing more.",Mid-Market,2025-10-05T23:15:33
RESP-0290,6,We had trouble getting data imported.,Mid-Market,2025-10-06T16:25:36
RESP-0209,9,Solid reporting features. Would recommend.,Mid-Market,2025-10-06T19:09:16
RESP-0168,10,Best analytics tool we've tried.,Enterprise,2025-10-07T00:39:24
RESP-0350,10,Powerful and easy to learn.,Mid-Market,2025-10-07T11:49:10
RESP-0260,8,Decent tool. Wish it had better integrations.,Startup,2025-10-07T12:11:45
RESP-0017,9,Excellent customer support.,Enterprise,2025-10-07T14:52:44
RESP-0180,10,Excellent customer support.,Mid-Market,2025-10-07T15:11:50
RESP-0151,7,"Good overall, but the export feature needs work.",Startup,2025-10-07T17:20:34
RESP-0421,9,Best analytics tool we've tried.,Startup,2025-10-08T03:50:13
RESP-0349,5,Crashed several times during setup.,Enterprise,2025-10-08T04:42:13
RESP-0104,9,Really easy to use. Saves us hours each week.,Mid-Market,2025-10-08T08:34:58
RESP-0251,8,"Does what we need, nothing more.",SMB,2025-10-08T17:43:33
RESP-0130,0,Too complex for our team.,Startup,2025-10-09T00:54:56
RESP-0082,9,"Great product, love the dashboard.",SMB,2025-10-09T04:19:06
RESP-0324,9,Powerful and easy to learn.,Mid-Market,2025-10-10T02:55:40
RESP-0278,9,Love the funnel analysis feature.,Startup,2025-10-10T07:04:58
RESP-0089,8,Decent tool. Wish it had better integrations.,SMB,2025-10-11T18:10:21
RESP-0033,6,Too complex for our team.,Enterprise,2025-10-12T00:49:46
RESP-0242,9,Excellent customer support.,SMB,2025-10-12T01:35:18
RESP-0040,9,Powerful and easy to learn.,Startup,2025-10-12T02:57:38
RESP-0428,10,Really easy to use. Saves us hours each week.,Mid-Market,2025-10-12T03:06:06
RESP-0182,9,Powerful and easy to learn.,SMB,2025-10-14T02:15:09
RESP-0132,10,Excellent customer support.,Mid-Market,2025-10-14T07:17:31
RESP-0424,8,Adequate for our current needs.,Mid-Market,2025-10-14T09:02:33
RESP-0299,7,Adequate for our current needs.,Mid-Market,2025-10-14T21:00:55
RESP-0257,10,Best analytics tool we've tried.,Mid-Market,2025-10-15T01:13:23
RESP-0043,8,It's fine for basic reporting.,Mid-Market,2025-10-15T02:47:37
RESP-0393,9,Best analytics tool we've tried.,Mid-Market,2025-10-15T05:51:55
RESP-0380,10,Solid reporting features. Would recommend.,SMB,2025-10-15T21:51:39
RESP-0276,4,Missing key integrations we need.,Mid-Market,2025-10-15T21:52:50
RESP-0371,5,We're considering switching to a competitor.,Enterprise,2025-10-16T04:14:47
RESP-0075,10,Very intuitive interface.,SMB,2025-10-16T11:03:25
RESP-0127,3,We're considering switching to a competitor.,Enterprise,2025-10-16T23:31:42
RESP-0184,8,Decent tool. Wish it had better integrations.,Startup,2025-10-17T06:28:35
RESP-0496,4,Pricing doesn't match the value.,Startup,2025-10-17T13:30:43
RESP-0352,7,Adequate for our current needs.,SMB,2025-10-17T18:36:13
RESP-0289,9,Exactly what we needed for our marketing team.,Mid-Market,2025-10-17T22:35:01
RESP-0176,6,Missing key integrations we need.,Startup,2025-10-17T23:39:45
RESP-0121,10,Powerful and easy to learn.,Startup,2025-10-18T01:35:42
RESP-0110,6,Missing key integrations we need.,Mid-Market,2025-10-18T12:13:56
RESP-0193,4,Crashed several times during setup.,Mid-Market,2025-10-18T14:51:31
RESP-0136,7,"Some features are great, others feel half-baked.",Enterprise,2025-10-18T19:46:50
RESP-0310,8,Useful but a bit slow with large datasets.,SMB,2025-10-19T11:06:10
RESP-0258,9,Solid reporting features. Would recommend.,SMB,2025-10-19T12:08:18
RESP-0336,10,Exactly what we needed for our marketing team.,Mid-Market,2025-10-19T17:59:08
RESP-0346,4,Not intuitive at all.,Mid-Market,2025-10-19T23:59:42
RESP-0379,9,Very intuitive interface.,Mid-Market,2025-10-20T12:41:15
RESP-0103,9,The team loves it. Onboarding was smooth.,SMB,2025-10-20T13:21:23
RESP-0145,10,Really easy to use. Saves us hours each week.,Mid-Market,2025-10-20T15:40:41
RESP-0115,0,Too complex for our team.,Startup,2025-10-20T20:21:06
RESP-0049,10,Exactly what we needed for our marketing team.,Mid-Market,2025-10-21T04:18:01
RESP-0226,8,"Does what we need, nothing more.",Enterprise,2025-10-22T02:02:42
RESP-0056,10,Excellent customer support.,Mid-Market,2025-10-22T05:13:01
RESP-0054,6,Support response time is too slow.,Mid-Market,2025-10-22T10:59:20
RESP-0481,9,The team loves it. Onboarding was smooth.,Startup,2025-10-22T14:48:01
RESP-0427,10,Powerful and easy to learn.,SMB,2025-10-22T23:35:46
RESP-0205,7,"Some features are great, others feel half-baked.",Enterprise,2025-10-23T01:09:59
RESP-0435,0,Missing key integrations we need.,Startup,2025-10-24T05:10:43
RESP-0314,10,The team loves it. Onboarding was smooth.,SMB,2025-10-25T19:43:23
RESP-0416,10,Really easy to use. Saves us hours each week.,Startup,2025-10-25T21:48:11
RESP-0114,7,"Does what we need, nothing more.",Enterprise,2025-10-26T08:24:53
RESP-0092,10,Very intuitive interface.,Startup,2025-10-27T12:23:37
RESP-0449,10,Really easy to use. Saves us hours each week.,SMB,2025-10-27T23:23:07
RESP-0256,10,Solid reporting features. Would recommend.,SMB,2025-10-28T03:52:28
RESP-0445,7,Useful but a bit slow with large datasets.,Enterprise,2025-10-28T06:37:39
RESP-0186,9,Best analytics tool we've tried.,Startup,2025-10-28T15:07:43
RESP-0440,9,Best analytics tool we've tried.,Enterprise,2025-10-29T06:29:23
RESP-0001,10,Really easy to use. Saves us hours each week.,Startup,2025-10-29T23:18:47
RESP-0465,10,Powerful and easy to learn.,Mid-Market,2025-10-30T23:39:12
RESP-0078,9,Solid reporting features. Would recommend.,SMB,2025-10-31T22:59:42
RESP-0172,0,Not intuitive at all.,Startup,2025-11-01T09:26:28
RESP-0139,9,Really easy to use. Saves us hours each week.,Enterprise,2025-11-02T03:11:40
RESP-0009,9,Solid reporting features. Would recommend.,SMB,2025-11-02T15:40:23
RESP-0365,9,Love the funnel analysis feature.,Enterprise,2025-11-02T15:50:51
RESP-0029,9,Best analytics tool we've tried.,Enterprise,2025-11-02T17:08:49
RESP-0233,9,"Great product, love the dashboard.",SMB,2025-11-03T02:02:01
RESP-0397,0,Not intuitive at all.,SMB,2025-11-03T02:30:58
RESP-0229,5,Too complex for our team.,Enterprise,2025-11-03T07:28:14
RESP-0330,9,Excellent customer support.,SMB,2025-11-03T08:09:56
RESP-0177,8,Adequate for our current needs.,SMB,2025-11-05T04:41:45
RESP-0480,5,Too complex for our team.,Startup,2025-11-05T11:47:58
RESP-0370,8,UI could be more modern.,Enterprise,2025-11-05T15:57:53
RESP-0220,10,The team loves it. Onboarding was smooth.,Mid-Market,2025-11-05T21:41:41
RESP-0368,9,"Great product, love the dashboard.",Enterprise,2025-11-06T11:36:18
RESP-0266,8,"Some features are great, others feel half-baked.",SMB,2025-11-06T18:35:26
RESP-0015,9,Love the funnel analysis feature.,Enterprise,2025-11-07T04:35:32
RESP-0498,8,Adequate for our current needs.,Mid-Market,2025-11-07T04:44:33
RESP-0295,6,Crashed several times during setup.,Mid-Market,2025-11-07T07:35:41
RESP-0203,10,The team loves it. Onboarding was smooth.,Mid-Market,2025-11-07T19:25:57
RESP-0331,5,We had trouble getting data imported.,Startup,2025-11-08T01:32:10
RESP-0261,8,"Some features are great, others feel half-baked.",SMB,2025-11-08T13:18:58
RESP-0312,5,Crashed several times during setup.,Mid-Market,2025-11-08T17:33:27
RESP-0011,3,We're considering switching to a competitor.,Enterprise,2025-11-10T02:17:54
RESP-0199,1,Missing key integrations we need.,Startup,2025-11-11T03:44:01
RESP-0450,10,Love the funnel analysis feature.,SMB,2025-11-11T05:58:09
RESP-0051,10,Powerful and easy to learn.,SMB,2025-11-11T10:02:56
RESP-0077,10,Love the funnel analysis feature.,SMB,2025-11-12T11:51:37
RESP-0305,8,Useful but a bit slow with large datasets.,Enterprise,2025-11-12T14:04:59
RESP-0183,9,Excellent customer support.,Startup,2025-11-13T06:13:16
RESP-0053,7,"Good overall, but the export feature needs work.",Startup,2025-11-13T14:39:52
RESP-0487,8,Useful but a bit slow with large datasets.,Startup,2025-11-14T01:56:41
RESP-0153,7,It's fine for basic reporting.,Startup,2025-11-14T06:02:12
RESP-0122,9,Powerful and easy to learn.,Mid-Market,2025-11-14T06:53:39
RESP-0345,9,"Great product, love the dashboard.",SMB,2025-11-14T11:26:22
RESP-0404,10,Love the funnel analysis feature.,Enterprise,2025-11-16T08:23:45
RESP-0265,9,Excellent customer support.,Enterprise,2025-11-16T21:00:48
RESP-0316,10,"Great product, love the dashboard.",SMB,2025-11-16T21:32:02
RESP-0113,8,Decent tool. Wish it had better integrations.,Mid-Market,2025-11-17T06:13:49
RESP-0499,9,Best analytics tool we've tried.,Mid-Market,2025-11-17T15:04:41
RESP-0396,10,Powerful and easy to learn.,SMB,2025-11-17T19:51:55
RESP-0239,7,It's fine for basic reporting.,SMB,2025-11-17T21:50:29
RESP-0291,6,We had trouble getting data imported.,Mid-Market,2025-11-18T01:02:15
RESP-0358,9,The team loves it. Onboarding was smooth.,Enterprise,2025-11-18T01:17:14
RESP-0141,10,Powerful and easy to learn.,Mid-Market,2025-11-18T02:00:44
RESP-0377,9,Best analytics tool we've tried.,Startup,2025-11-18T04:06:35
RESP-0366,9,Very intuitive interface.,SMB,2025-11-18T10:24:48
RESP-0252,6,We're considering switching to a competitor.,Enterprise,2025-11-18T15:14:16
RESP-0302,9,Excellent customer support.,Mid-Market,2025-11-19T09:48:30
RESP-0072,8,Decent tool. Wish it had better integrations.,Startup,2025-11-19T13:18:58
RESP-0411,5,Crashed several times during setup.,Mid-Market,2025-11-20T12:53:19
RESP-0340,8,"Good overall, but the export feature needs work.",SMB,2025-11-20T16:20:34
RESP-0318,10,Exactly what we needed for our marketing team.,Mid-Market,2025-11-21T09:58:15
RESP-0087,9,Best analytics tool we've tried.,SMB,2025-11-21T21:19:59
RESP-0083,9,Solid reporting features. Would recommend.,Startup,2025-11-22T11:11:53
RESP-0131,7,"Does what we need, nothing more.",Enterprise,2025-11-22T18:30:57
RESP-0154,8,"Does what we need, nothing more.",Enterprise,2025-11-23T03:09:14
RESP-0210,6,Pricing doesn't match the value.,SMB,2025-11-23T12:52:03
RESP-0002,8,Useful but a bit slow with large datasets.,Mid-Market,2025-11-23T13:40:13
RESP-0400,9,Excellent customer support.,Mid-Market,2025-11-24T07:32:56
RESP-0085,8,Useful but a bit slow with large datasets.,Enterprise,2025-11-24T11:57:14
RESP-0106,10,The team loves it. Onboarding was smooth.,Enterprise,2025-11-24T13:28:33
RESP-0434,7,"Some features are great, others feel half-baked.",Enterprise,2025-11-24T15:42:50
RESP-0386,8,"Good overall, but the export feature needs work.",SMB,2025-11-24T19:07:52
RESP-0245,10,Solid reporting features. Would recommend.,Mid-Market,2025-11-25T02:12:15
RESP-0389,8,Adequate for our current needs.,SMB,2025-11-25T07:10:10
RESP-0351,10,Excellent customer support.,Mid-Market,2025-11-25T11:44:12
RESP-0321,10,Powerful and easy to learn.,SMB,2025-11-25T11:53:47
RESP-0129,7,Useful but a bit slow with large datasets.,SMB,2025-11-25T20:09:28
RESP-0448,1,Support response time is too slow.,Mid-Market,2025-11-25T22:50:41
RESP-0156,10,Exactly what we needed for our marketing team.,Enterprise,2025-11-26T10:43:33
RESP-0329,10,Powerful and easy to learn.,Enterprise,2025-11-26T10:59:33
RESP-0213,9,"Great product, love the dashboard.",SMB,2025-11-26T12:30:43
RESP-0246,6,We had trouble getting data imported.,Enterprise,2025-11-26T23:40:04
RESP-0322,10,The team loves it. Onboarding was smooth.,Enterprise,2025-11-27T06:31:49
RESP-0308,10,"Great product, love the dashboard.",SMB,2025-11-27T08:03:24
RESP-0100,7,"Good overall, but the export feature needs work.",Enterprise,2025-11-27T10:07:07
RESP-0334,9,Excellent customer support.,Startup,2025-11-27T19:40:21
